doc_id	paragraph_id	sentence_id	sentence	token_id	token	lemma	upos	misc	start	end
doc1	1	1	Wikipedia , de vrije encyclopedie , B. Dijkstra , and others , 2023 , Grunnegs , Wikipedia Q508854	1	Wikipedia	Wikipedia	INTJ		1	9
doc1	1	1	Wikipedia , de vrije encyclopedie , B. Dijkstra , and others , 2023 , Grunnegs , Wikipedia Q508854	2	,	,	PUNCT	SpacesAfter=\s\s	10	10
doc1	1	1	Wikipedia , de vrije encyclopedie , B. Dijkstra , and others , 2023 , Grunnegs , Wikipedia Q508854	3	de	de	DET		12	13
doc1	1	1	Wikipedia , de vrije encyclopedie , B. Dijkstra , and others , 2023 , Grunnegs , Wikipedia Q508854	4	vrije	vrij	ADJ		15	19
doc1	1	1	Wikipedia , de vrije encyclopedie , B. Dijkstra , and others , 2023 , Grunnegs , Wikipedia Q508854	5	encyclopedie	encyclopeetje	NOUN		21	32
doc1	1	1	Wikipedia , de vrije encyclopedie , B. Dijkstra , and others , 2023 , Grunnegs , Wikipedia Q508854	6	,	,	PUNCT	SpacesAfter=\s\s	33	33
doc1	1	1	Wikipedia , de vrije encyclopedie , B. Dijkstra , and others , 2023 , Grunnegs , Wikipedia Q508854	7	B.	B	PROPN		35	36
doc1	1	1	Wikipedia , de vrije encyclopedie , B. Dijkstra , and others , 2023 , Grunnegs , Wikipedia Q508854	8	Dijkstra	Dijkstra	PROPN		38	45
doc1	1	1	Wikipedia , de vrije encyclopedie , B. Dijkstra , and others , 2023 , Grunnegs , Wikipedia Q508854	9	,	,	PUNCT	SpacesAfter=\s\s	46	46
doc1	1	1	Wikipedia , de vrije encyclopedie , B. Dijkstra , and others , 2023 , Grunnegs , Wikipedia Q508854	10	and	and	ADV		48	50
doc1	1	1	Wikipedia , de vrije encyclopedie , B. Dijkstra , and others , 2023 , Grunnegs , Wikipedia Q508854	11	others	other	NOUN		52	57
doc1	1	1	Wikipedia , de vrije encyclopedie , B. Dijkstra , and others , 2023 , Grunnegs , Wikipedia Q508854	12	,	,	PUNCT	SpacesAfter=\s\s	58	58
doc1	1	1	Wikipedia , de vrije encyclopedie , B. Dijkstra , and others , 2023 , Grunnegs , Wikipedia Q508854	13	2023	2023	NUM		60	63
doc1	1	1	Wikipedia , de vrije encyclopedie , B. Dijkstra , and others , 2023 , Grunnegs , Wikipedia Q508854	14	,	,	PUNCT	SpacesAfter=\s\s	64	64
doc1	1	1	Wikipedia , de vrije encyclopedie , B. Dijkstra , and others , 2023 , Grunnegs , Wikipedia Q508854	15	Grunnegs	Gronings	PROPN		66	73
doc1	1	1	Wikipedia , de vrije encyclopedie , B. Dijkstra , and others , 2023 , Grunnegs , Wikipedia Q508854	16	,	,	PUNCT	SpacesAfter=\s\s	74	74
doc1	1	1	Wikipedia , de vrije encyclopedie , B. Dijkstra , and others , 2023 , Grunnegs , Wikipedia Q508854	17	Wikipedia	Wikipedia	PROPN		76	84
doc1	1	1	Wikipedia , de vrije encyclopedie , B. Dijkstra , and others , 2023 , Grunnegs , Wikipedia Q508854	18	Q508854	Q508854	NUM	SpacesAfter=\n\n	86	92
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	1	t	het	PRON		95	95
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	2	Grunnegs	Gronings	PROPN	SpacesAfter=\s\s	97	104
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	3	(	(	PUNCT		106	106
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	4	ook	ook	ADV		107	109
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	5	Grönnegs	Grönnegs	PROPN		111	118
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	6	of	of	CCONJ		120	121
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	7	Grunnegers	groninger	PROPN		123	132
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	8	)	)	PUNCT	SpacesAfter=\s\s	133	133
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	9	is	zijn	AUX		135	136
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	10	de	de	DET		138	139
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	11	versoamelnoam	aangersoamelnaam	NOUN		141	153
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	12	veur	voor	ADP		155	158
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	13	de	de	DET		160	161
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	14	Friso-Saksische	Friso-Saksische	PROPN		163	177
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	15	dialekten	dialekten	VERB		179	187
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	16	dij	die	PRON		189	191
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	17	proat	spreken	VERB		193	197
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	18	worden	worden	AUX		199	204
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	19	ien	in	ADP		206	208
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	20	en	en	CCONJ		210	211
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	21	om	om	ADP		213	214
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	22	de	de	DET		216	217
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	23	provìnzie	provìnzie	NOUN		219	227
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	24	Grunnen	Groningen	PROPN		229	235
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	25	tou	toe	ADP		237	239
doc1	2	2	t Grunnegs ( ook Grönnegs of Grunnegers ) is de versoamelnoam veur de Friso-Saksische dialekten dij proat worden ien en om de provìnzie Grunnen tou .	26	.	.	PUNCT	SpacesAfter=\s\n	240	240
doc1	2	3	t Is n toal dij heurt tou t Leegsaksisch , ain van de twij erkende streektoalen van Nederlaand .	1	t	het	PRON		243	243
doc1	2	3	t Is n toal dij heurt tou t Leegsaksisch , ain van de twij erkende streektoalen van Nederlaand .	2	Is	zijn	AUX		245	246
doc1	2	3	t Is n toal dij heurt tou t Leegsaksisch , ain van de twij erkende streektoalen van Nederlaand .	3	n	een	DET		248	248
doc1	2	3	t Is n toal dij heurt tou t Leegsaksisch , ain van de twij erkende streektoalen van Nederlaand .	4	toal	taal	NOUN		250	253
doc1	2	3	t Is n toal dij heurt tou t Leegsaksisch , ain van de twij erkende streektoalen van Nederlaand .	5	dij	die	PRON		255	257
doc1	2	3	t Is n toal dij heurt tou t Leegsaksisch , ain van de twij erkende streektoalen van Nederlaand .	6	heurt	horen	VERB		259	263
doc1	2	3	t Is n toal dij heurt tou t Leegsaksisch , ain van de twij erkende streektoalen van Nederlaand .	7	tou	tot	ADP		265	267
doc1	2	3	t Is n toal dij heurt tou t Leegsaksisch , ain van de twij erkende streektoalen van Nederlaand .	8	t	het	DET		269	269
doc1	2	3	t Is n toal dij heurt tou t Leegsaksisch , ain van de twij erkende streektoalen van Nederlaand .	9	Leegsaksisch	Leegsaksisch	PROPN		271	282
